@relation Matlab_Shariyar

@attribute uniqNo numeric
@attribute s1 numeric
@attribute s2 numeric
@attribute s3 numeric
@attribute s4 numeric
@attribute s5 numeric
@attribute s6 numeric
@attribute s7 numeric
@attribute s8 numeric
@attribute s9 numeric
@attribute s10 numeric
@attribute s11 numeric
@attribute s12 numeric
@attribute s13 numeric
@attribute s14 numeric
@attribute s15 numeric
@attribute s16 numeric
@attribute s17 numeric
@attribute s18 numeric
@attribute s19 numeric
@attribute s20 numeric
@attribute s21 numeric
@attribute s22 numeric
@attribute s23 numeric
@attribute s24 numeric
@attribute s25 numeric
@attribute s26 numeric
@attribute s27 numeric
@attribute s28 numeric
@attribute s29 numeric
@attribute s30 numeric
@attribute s31 numeric
@attribute s32 numeric
@attribute s33 numeric
@attribute s34 numeric
@attribute s35 numeric
@attribute s36 numeric
@attribute s37 numeric
@attribute s38 numeric
@attribute s39 numeric
@attribute s40 numeric
@attribute s41 numeric
@attribute s42 numeric
@attribute s43 numeric
@attribute s44 numeric
@attribute s45 numeric
@attribute s46 numeric
@attribute s47 numeric
@attribute s48 numeric
@attribute s49 numeric
@attribute s50 numeric
@attribute s51 numeric
@attribute s52 numeric
@attribute s53 numeric
@attribute s54 numeric
@attribute s55 numeric
@attribute s56 numeric
@attribute s57 numeric
@attribute s58 numeric
@attribute s59 numeric
@attribute s60 numeric
@attribute s61 numeric
@attribute s62 numeric
@attribute s63 numeric
@attribute s64 numeric
@attribute s65 numeric
@attribute s66 numeric
@attribute s67 numeric
@attribute s68 numeric
@attribute s69 numeric
@attribute s70 numeric
@attribute s71 numeric
@attribute s72 numeric
@attribute s73 numeric
@attribute s74 numeric
@attribute s75 numeric
@attribute s76 numeric
@attribute s77 numeric
@attribute s78 numeric
@attribute s79 numeric
@attribute s80 numeric
@attribute s81 numeric
@attribute s82 numeric
@attribute s83 numeric
@attribute s84 numeric
@attribute s85 numeric
@attribute s86 numeric
@attribute s87 numeric
@attribute s88 numeric
@attribute s89 numeric
@attribute s90 numeric
@attribute s91 numeric
@attribute s92 numeric
@attribute s93 numeric
@attribute s94 numeric
@attribute s95 numeric
@attribute s96 numeric
@attribute s97 numeric
@attribute s98 numeric
@attribute s99 numeric
@attribute s100 numeric
@attribute s101 numeric
@attribute s102 numeric
@attribute s103 numeric
@attribute s104 numeric
@attribute s105 numeric
@attribute s106 numeric
@attribute s107 numeric
@attribute s108 numeric
@attribute s109 numeric
@attribute s110 numeric
@attribute s111 numeric
@attribute s112 numeric
@attribute s113 numeric
@attribute s114 numeric
@attribute s115 numeric
@attribute s116 numeric
@attribute s117 numeric
@attribute s118 numeric
@attribute s119 numeric
@attribute s120 numeric
@attribute s121 numeric
@attribute s122 numeric
@attribute s123 numeric
@attribute s124 numeric
@attribute s125 numeric
@attribute s126 numeric
@attribute s127 numeric
@attribute s128 numeric
@attribute s129 numeric
@attribute s130 numeric
@attribute s131 numeric
@attribute s132 numeric
@attribute s133 numeric
@attribute s134 numeric
@attribute s135 numeric
@attribute s136 numeric
@attribute s137 numeric
@attribute s138 numeric
@attribute s139 numeric
@attribute s140 numeric
@attribute s141 numeric
@attribute s142 numeric
@attribute s143 numeric
@attribute s144 numeric
@attribute s145 numeric
@attribute s146 numeric
@attribute s147 numeric
@attribute s148 numeric
@attribute s149 numeric
@attribute s150 numeric
@attribute s151 numeric
@attribute s152 numeric
@attribute s153 numeric
@attribute s154 numeric
@attribute s155 numeric
@attribute s156 numeric
@attribute s157 numeric
@attribute s158 numeric
@attribute s159 numeric
@attribute s160 numeric
@attribute s161 numeric
@attribute s162 numeric
@attribute s163 numeric
@attribute s164 numeric
@attribute s165 numeric
@attribute s166 numeric
@attribute s167 numeric
@attribute s168 numeric
@attribute s169 numeric
@attribute s170 numeric
@attribute s171 numeric
@attribute s172 numeric
@attribute s173 numeric
@attribute s174 numeric
@attribute s175 numeric
@attribute s176 numeric
@attribute s177 numeric
@attribute s178 numeric
@attribute s179 numeric
@attribute s180 numeric
@attribute s181 numeric
@attribute s182 numeric
@attribute s183 numeric
@attribute s184 numeric
@attribute s185 numeric
@attribute s186 numeric
@attribute s187 numeric
@attribute s188 numeric
@attribute s189 numeric
@attribute s190 numeric
@attribute s191 numeric
@attribute s192 numeric
@attribute s193 numeric
@attribute s194 numeric
@attribute s195 numeric
@attribute s196 numeric
@attribute s197 numeric
@attribute s198 numeric
@attribute s199 numeric
@attribute s200 numeric
@attribute s201 numeric
@attribute s202 numeric
@attribute s203 numeric
@attribute s204 numeric
@attribute s205 numeric
@attribute s206 numeric
@attribute s207 numeric
@attribute s208 numeric
@attribute s209 numeric
@attribute s210 numeric
@attribute s211 numeric
@attribute s212 numeric
@attribute s213 numeric
@attribute Cause {1,3,4,5,6,7,8,9,10,11,13,14,15,16,17,others}

@data
1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
6,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,9
7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11
9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11
